City,Place,Ratings,Distance,Place_desc
Almora,Zero Point,3.5, 1 km  from city center ," Located in Binsar Wildlife Sanctuary, Zero Point is the highest point in Binsar"
Almora,Dunagiri,3.5, 104 km  from city center ," Nestled in the glorious Kumaon Himalayas, Dunagiri is a small hill town away from the popular tourist circuit of Uttarakhand providing travelers some solitary space"
Almora,Jalna,3.5, 8 km  from city center ," A small and sleepy village away from the chaotic tourist centers, Jalna is a place for some trekking and exploration into the wild"
Almora,Rafting in Kali Sarada,3.5, 301 km  from city center ," A perfect destination for first time rafters and family adventure, a ride on the Kali Sarada River through eastern Kumaon region is simply mind blowing"
Almora,Bright End Corner,3.2, 3 km  from city center ," Situated 3 km away from Almora, Bright End Corner offers breathtaking views of sunset and sunrise"
Almora,Binsar,3.2, 13 km  from city center ," An erstwhile summer capital of the Chand rulers, this hill resort looking to the Himalayas is famous for the Binsar Wildlife Sanctuary"
Almora,Deer Park,3.2, 2 km  from city center ," Located 3 km from Almora, Deer Park is one of the best places for nature and wildlife lovers"
Almora,Lal Bazaar,3.2, 31 km  from city center ," Lal Bazaar is the heart of Almora with this colourful shops filled with bronze and brass wares, fine rabbit wool clothes and amazingly tasty sweets"
Almora,Dwarahat Village,3.2, 30 km  from city center ," Situated at an elevation of 1510m in the Kumaon mountains of Almora, Dwarahat is a charming hill village"
Almora,Gobind Vallabh Pant Museum,3.2, 0 km  from city center ," Sheltering some of the legacies of the Katyuri and Chand dynasties, the museum on Mall Road also has beautiful collections of folk style painting known as Aspen and Kumaoni antiquities"
Almora,City Shopping,3, 1 km  from city center ," Buy local handicrafts, Himalayan woolens and copperware"
Amarnath,Amarnath Cave,3.6,,  
Amarnath,Amarnath Yatra,3.6,,  
Amarnath,Baltal,3.6,,  
Amarnath,Pahalgam,3.6,,  
Amritsar,Golden Temple,4.5, 2 km  from city center ," The Golden Temple, also known as Sri Harmandir Sahib, is the holiest shrine in all of Sikhism"
Amritsar,Wagah Border,4.4, 28 km  from city center ," Located at a distance of 28 km from Amritsar, the Wagah Border marks the boundaries between Indian and Pakistani borders, running along the Grand Trunk Road"
Amritsar,Jallianwala Bagh,4.4, 2 km  from city center ," Jallianwala Bagh is a public garden that houses a memorial of national importance that was established by the government of India in 1951 to commemorate the massacre of peaceful celebrators by British forces on April 13, 1919"
Amritsar,Maharaja Ranjit Singh Museum,3.3, 1 km  from city center ," Summer palace turned into museum, Maharaja Ranjit Singh Museum is a lovely building which archives the Royal Heritage of Maharaja Ranjit Singh such as arms and armour, outstanding paintings and century old coins and manuscripts"
Amritsar,Guru Ke Mahal,3.3, 5 km  from city center ," Housing the Granth Sahib and their gurus, Guru Ke Mahal was founded by Guru Ram Das in 1573 as a little cottage that went on to shelter the great gurus of the Sikhs"
Amritsar,Hall Bazaar,3.3, 1 km  from city center ," Offering electronic items, ornaments, best quality books, handicrafts and ready-made garments, Hall Bazaar is famous for its Mughal style gate, complete with a giant clock with caption ""Amritsar - Sifti Da Ghar"""
Amritsar,Gurudwara Mata Kaulan,3.3, 2 km  from city center ," Gurudwara Mata Kaulan is located on the edge of Kaulan reservoir, is named after Kaulan, a believer who was severely punished by the patriarchs, yet it failed to dissuade her"
Amritsar,Bibeksar Sahib,3.3, 2 km  from city center , Bibeksar Sahib lying on the banks of Bibeksar Sarovar was constructed by Maharaja Renjith Singh
Amritsar,Khair-ud-Din Masjid,3.3, 1 km  from city center ," Famous for its architecture, Khair-ud-Din Masjid was established by Mohd"
Amritsar,Partition Museum,3, 1 km  from city center ," The Partition Museum, the first-ever museum in the entire world to focus on the stories and trauma of the millions who had to suffer from the bloody consequences of a ruthless partition; was recently opened up at Town Hall in Amritsar"
Amritsar,Harike Wetland and Bird Sanctuary,3.6, 60 km  from city center , Harike Wetland & Bird Sanctuary is the largest wetland in North India
Amritsar,Street Food,3.6, 7 out of 34  places to visit in Amritsar ," Everything in this city revolves around food- be it socializing, prayer or festivals"
Amritsar,Gurudwara Chheharta Sahib,3.6, 8 km  from city center ," Gurudwara Chheharta Sahib, named after a well which was dug by Guru Arjan Dev for the birth of his son"
Amritsar,Mata Lal Devi Temple,3.6, 1 km  from city center , Mata Lal Devi Temple popularly known as Sheesh Mahal of Amritsar is famous among the Hindu pilgrims for its miraculous powers
Amritsar,Akal Takht,3.6, 2 km  from city center ," Akal Takht (Throne of the Immortal) is the highest political institution of the Sikhs, founded by Guru Hargobind in 1606"
Amritsar,Gobindgarh Fort,3.6, 1 km  from city center , Gobindgarh Fort echoes the grand stories of Punjabâs past
Amritsar,Durgiana Temple,3.6, 1 km  from city center ," Durgiana Temple, also known as Lakshmi Narayan Temple, Durga Tirath, Silver Temple and Sitla Mandir, is a Hindu temple bearing a stark resemblance to the Golden Temple"
Amritsar,Dukh Bhanjani Ber Tree,3.6, 2 km  from city center , Dukh Bhanjani Ber Tree which means reliever of pains and afflictions is considered the most sacred tree in Amritsar
Amritsar,Goindwal Baoli,3.6, 40 km  from city center ," Goindwal Baoli is a step-well, constructed in the 16th century by Guru Amar Das"
Amritsar,Gurudwara Bir Baba Budha Sahib,3.6, 0 km  from city center ," Gurudwara Bir Baba Budha Sahib, also known as Bir Sahib, is where Baba Budha Ji spent most of his life"
Amritsar,Gurudwara Shri Tarn Taran Sahib,3.6, 21 km  from city center , Gurudwara Shri Tarn Taran Sahib was built by the fifth Guru of Sikhs - Guru Arjan Dev
Amritsar,Khalsa College,3.6, 3 km  from city center ," Khalsa College is a 124-year-old college, making it a historic educational institution in India"
Amritsar,Shri Ram Tirth Temple,3.6, 12 km  from city center ," Shri Ram Tirth Temple is the birthplace of Luva - Kusha, twins of Rama and Sita in the Ashram of Saint Balmiki"
Amritsar,Punjab State War Heroes Memorial and Museum,3.6, 9 km  from city center , Punjab State War Heroes Memorial and Museum showcases the fabulous brave-hearts of Punjab
Amritsar,Pul Kanjari,3.6, 30 km  from city center ," Pul Kanjari, popularly known as Amritsarâs Taj Mahal, is a village based on the vibrant expression of love by Maharaja Ranjit Singh"
Amritsar,Bathinda Fort,3.6, 1 km  from city center , Bathinda Fort or Qila Mubarak is an age old fortress in Bathinda
Amritsar,Gurudwara Baba Atal Rai,3.6, 2 km  from city center ," Gurudwara Baba Atal Rai is a gurudwara dedicated to Baba Atal Rai, son of Guru Har Gobind Singh who passed away at the young age of nine"
Amritsar,ISKCON Temple,3.6, 2 km  from city center ," Situated in the heart of the city in Moni Chowk, ISKCON Temple (also known as Sri Gaur Radha Krishna Mandir) is a revered Hindu temple dedicated to the Hindu gods Krishna and Radha"
Amritsar,Sun City,3.6, 4 km  from city center ," Situated on the Batala Road in Amritsar, Sun City Water Park is one is one of the most popular and visited water parks in the city"
Amritsar,Rainbow Resorts Water Park,3.6, 18 km  from city center ," Situated on the Attari Border Road in Amritsar, Rainbow Resorts Water Park offers multi activities"
Amritsar,Thunderzone Amusement and Water Park,3.6, 4 km  from city center ," Founded and opened to public in 2002, Thunderzone Amusement and Water Park is one of the largest  and most popular water cum amusement park in the city"
Amritsar,Bliss Aqua World,3.6, 18 km  from city center , Bliss Aqua World is an amazing water park in Amritsar with a variety of regular and water rides both for adults and kids
Amritsar,Gurudwara Baba Deep Singh Ji,3.6, 2 km  from city center ," Located in Amritsar outside the Chatiwind gate is Gurudwara Baba Shaheed Deep Singh Ji, honouring the valour and martyrdom of Baba Deep Singh Ji, which is why it is also known as the Shahidan Sahib"
Amritsar,Gurudwara Goindwal Sahib,3.6, 40 km  from city center , Located in the Tarn Taran district of Punjab on the banks of river Beas is Gurdwara Goindwal Sahib which is another famous Sikh site
Andaman,Elephant Beach,4.8, 43 km  from city center ," With its brilliant coral reefs and alluring cyan waters, the Elephant beach is one of the locations that add to the beach paradise reputation of the Andaman and Nicobar Islands"
Andaman,Baratang Island,4.7, 54 km  from city center ," Baratang Island, also known as Ranchiwalas Island, is a beautiful little island in the North and Middle Andaman Administrative district and is situated about 100 kilometres away from Port Blair by road"
Andaman,Radhanagar Beach,4.6, 42 km  from city center ," Awarded with the title of 'Asia's Best Beach' by the TIMES magazine in 2004, Radhanagar Beach in Havelock Island with its turquoise blue waters and powdery white sands lives up toÂ the moniker"
Andaman,Cellular Jail,4.5, 12 km  from city center ," The Cellular Jail, also known as 'Kala Pani'Â isÂ an old colonial prison situated in Port Blair, the capital of Andaman and Nicobar islands"
Andaman,Neil Island,4.4, 44 km  from city center , Neil Island is a part of the South Andaman Administrative District and belongs to Ritchieâs Archipelago in the Bay of Bengal
Andaman,Scuba Diving In Andaman,4.4, 49 km  from city center , Andaman and Nicobar Islands is a popular spot for scuba diving among tourists
Andaman,Ross Island,4.4, 13 km  from city center ," Located just 2 kilometres east of Port Blair is Ross Island (now known as Netaji Subhash Bose Island); an island which was once the administrative headquarters of the British, but today is only an uninhabited island"
Andaman,Long Island,4.4, 75 km  from city center , Long Island is completely deserted with very minimal infrastructure
Andaman,Little Andaman,4.4, 112 km  from city center ," Little Andaman Island , situated at the southern end of the archipelago and Duncan Passage  separates it from Rutland Island"
Andaman,Water Sports in Andamans,4, 11 km  from city center , Water Sports in Andaman have been a major attraction for adventure seekers and water babies
Andaman,Barren Island,3.9, 144 km  from city center ," Located about 135 kilometres to the northeast of Port Blair,Â Barren Island is situated at the intersection of the seismically active Indian and Burmese plates and is  1"
Andaman,Rutland Island,3.7, 34 km  from city center ," Rutland, lined with virgin beaches, is one of the lesser visited of all the islands located in the southern part of Great Andaman archipelago"
Andaman,Snorkeling in Andamans,3.6, 49 km  from city center ," The unique position held by Andaman in the Indian Ocean guarantees a great avenue to experience snorkelling, with various centres offering short courses and providing the equipment required for snorkelling"
Andaman,Viper Island,3.6, 10 km  from city center ," Years before Cellular Jail was constructed, Viper Island was used by the British to keep the freedom fighters in exile"
Andaman,Wandoor Beach,3.6, 17 km  from city center ," A small village in the southern part of South Andaman, Wandoor is most recognized for the Mahatma Gandhi Marine National Park, which is among the regions with the richest marine biodiversity"
Andaman,Mahatma Gandhi Marine National Park,3.5, 18 km  from city center ," Located on the south-western coast of the Andaman Islands, Mahatma Gandhi Marine National Park or Wandur National Park is a marine life conservation area situated at a distance of 25 km from the capital city of Port Blair"
Andaman,Corbyn's Cove,3.4, 15 km  from city center , Corbyn's Cove is the nearest beach to Port Blair
Andaman,Chatham Saw Mill,3.4, 9 km  from city center , Chatham Saw Mill is a 19th Century attraction in Port Blair which is renowned as the oldest and the largest sawmill in the continent
Andaman,City Shopping,3.3, 12 km  from city center ," Since tourism is still in its early stages here, so there is not too much that you can buy from here and take as souvenirs for friends and family"
Andaman,Chidiya Tapu,3, 26 km  from city center ," Known as the bird island, Chidiya Tapu is a picturesque little island in the Andamans, located around 25 kms from Port Blair"
Andaman,Anthropological Museum,3, 12 km  from city center ," The Anthropological Museum, situated in the heart of Port Blair, is an ethnographic museum detailing the lives and cultures of the various tribes that have lived here: Jarawas, the Onges, the Sentinelese, the Shompens, and the Nicobarese"
