Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price
Taj Palace Group of House Boats,3.5,Kashmir,Sleeps 10,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,1359
Hotel Mangalore International,3.8,Mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,1362
CAPITAL O74359 Hotel Mukut Mahal,3.7,Meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,1370
The Rhino,4,Guwahati,0,0,0,0,0,0,0,0,0,1371
Hotel Solitaire Inn,3.9,Gwalior,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,Smoke-free,1372
Nomad House,4.5,Pondicherry,Free Wi-Fi,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,0,1381
"Hotel Meritel Grande, Indore",4.9,Indore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Spa,Bar,Restaurant,Room service,Kitchen,1384
Hotel AB Palace - Top Budget & Luxury Hotels in Jamshedpur,4,Jamshedpur,3-star hotel,Free breakfast,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1384
Hotel Milan International,3.9,Mumbai,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1389
Taj Palace Group Of House Boats,2.6,Kashmir,Sleeps 5,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1390
Hotel Shanti Home,3.4,Raipur,3-star hotel,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1391
Hotel Ajmer,4.2,Ajmer,Breakfast included,Pet-friendly,Free Wi-Fi,Pool,Accessible,Pool,Spa,Pet-friendly,Free Wi-Fi,1391
Rahee Bi Roambay,4.5,Mysore,0,0,0,0,0,0,0,0,0,1398
Hotel Pride,4.5,Chandigarh,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1407
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",3.2,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,1411
Hotel Hill Side,3.8,Hazaribagh,Free breakfast,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,0,0,0,1411
Sureli Haveli Jaipur,3.8,Jaipur,Sleeps 2,1 bedroom,Paid parking,No outdoor grill,Not pet-friendly,Not smoke-free,Not wheelchair accessible,0,0,1415
Rehoboth Home Stay - Deluxe Double or Twin Room,4,Kanyakumari,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,1427
Astha Lakshmi Tourist Homestay,4.5,Indore,Sleeps 6,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1428
Hotel Triveni Darshan,4.1,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1429
The Queeny,3.4,Goa,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1435
Paradise Inn Beach Resort,4.6,Varkala,0,0,0,0,0,0,0,0,0,1442
The Hotel Bliss | Best Hotels in Patna,4.1,Patna,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1450
Hotel Midway Residency,3.5,Gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1454
Hotel Sepoy Grande,4,Mysore,3-star hotel,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,0,1455
Hotel Kosala,4.3,Vijayawada,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1460
Hotel Platinum,3.9,Kolkata,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Pet-friendly,Restaurant,Kitchen,Full-service laundry,1464
The Altira Hotel,4.1,Jamshedpur,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Full-service laundry,Kid-friendly,1477
Birla Ayurveda Stay Centre,4.1,Nashik,Sleeps 6,2 bedrooms,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1482
Hotel Grand Lotus Inn,4.7,Jaipur,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1489
Hotel Hampi,3.3,Hampi,Breakfast included,Fitness center,Fitness center,Restaurant,Air conditioning,Full-service laundry,Room service,Air conditioning,Full-service laundry,1502
THE GREENSTAR INN PREMIUM,4.6,Bhubaneswar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,0,1512
City International Hotel,3.8,Durgapur,3-star hotel,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1518
Swiss Hotel,3.7,Ghaziabad,3-star hotel,Free breakfast,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1519
Vishnu Paradise,4.1,Vijayawada,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,1519
Hotel Nandgaon & Highway Delight Veg. Restaurant,3.8,Hazaribagh,3-star hotel,Free breakfast,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,0,1526
Best Western Alkapuri,4,Vadodara,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,1529
Hotel SK Riverfront,4.2,Vijayawada,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1533
Stay Inn Hotel,3.7,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1535
Super OYO Townhouse OAK Holiday Grand,3.3,Patna,Apartment,Sleeps 7,Air conditioning,Kitchen,Cable TV,Free Wi-Fi,No airport shuttle,No beach access,No elevator,1553
Hotel Ludhiana Regency,4.2,Ludhiana,Breakfast,Free Wi-Fi,Free parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1562
The Panash (Hotel and Banquets),4.4,Kolkata,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1565
Hotel Rajdhani,4,Amravati,Free breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1568
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1568
Hotel Milan (A Boutique Hotel),3.6,Allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1572
Treebo Trend Grand Town House,4.2,Faridabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1578
Empire Royale Hotel,4.4,Mumbai,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Kitchen,Full-service laundry,0,1582
Hotel Punjab Palace,4,Raipur,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1583
Cherry Tree | Rooms & Wi-Fi,3.6,Pune,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Free parking,Free Wi-Fi,No crib,No elevator,No fitness center,1588
Hotel Vintage Castle,4.4,Coimbatore,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,0,1592
Raj Residency,4.2,Pondicherry,1-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,1593
Hotel Royal Residency,3.6,Ghaziabad,3-star hotel,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1600
"Whoopers Boutique Hotel, Anjuna",4.9,Goa,0,0,0,0,0,0,0,0,0,1612
Adara Residency,4.3,Trivandrum,0,0,0,0,0,0,0,0,0,1616
Pitruchaya Sea View Cottages by Vyom Trails,4.1,Goa,0,0,0,0,0,0,0,0,0,1617
Divisha Hotel Marina,4.7,Ranchi,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,Restaurant,1624
REGALIA INN AND SUITES,4,Mysore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,1628
Anies Garden | Rooms in a Homestay,4.3,Trivandrum,Sleeps 5,2 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,1645
Plaza Inn,4,Coimbatore,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1646
Hotel The Yellow,4.1,Chandigarh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1651
A La Villa Creole,4.2,Pondicherry,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,1659
The Spices,4,Durgapur,0,0,0,0,0,0,0,0,0,1663
Hotel Shirdi,3.6,Shirdi,Fitness center,Restaurant,Fitness center,Free Wi-Fi,Free Wi-Fi,Airport shuttle,Restaurant,Pet-friendly,Airport shuttle,1663
Hotel Samar,4.2,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,Smoke-free,1669
Hotel Poonja International,3.5,Mangalore,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1677
Hotel Orient Crown,3.9,Nagpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Smoke-free,0,1677
Hotel The Retro Regency,4.4,Ludhiana,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1679
Hotel Prayag,3.5,Allahabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1680
MTDC Aurangabad Resort,3.8,Aurangabad,Free breakfast,Paid parking,Pool,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,1680
Hotel Mayfair tower,4,Kolkata,0,0,0,0,0,0,0,0,0,1680
Hotel Fountain,4.3,Ranchi,0,0,0,0,0,0,0,0,0,1680
Skylon Hotel,4.4,Gandhinagar,Pool,Air conditioning,Wi-Fi,Paid parking,Restaurant,Kid-friendly,Smoke-free,0,0,1698
Hotel Kashmir Hilltown,3.8,Srinagar,3-star hotel,Free Wi-Fi,Paid parking,Pool,Kitchen,Full-service laundry,Kid-friendly,0,0,1700
"Hotel Virasat Retreat, Opposit Medanta Hospital,Patna",4,Patna,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,1712
Itsy By Treebo - P Grand,4,Ludhiana,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,1733
Lotus Comfort- A Pondy Hotel,3.6,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Full-service laundry,Kid-friendly,1734
Hotel Fortune Suites,4.9,Allahabad,0,0,0,0,0,0,0,0,0,1736
Hotel Sea Land,4.4,Kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1738
Hotel Tri Sea,4.1,Kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,1756
Hotel Golden Heights - Best Hotel | Budget Hotel | Best Review Hotel in Jamshedpur,4.2,Jamshedpur,Free Wi-Fi,Pool,Restaurant,Kitchen,Full-service laundry,0,0,0,0,1762
Banerjee Inn- City Centre,4.1,Durgapur,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1764
Hotel Simran,4,Raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1764
Agrasen Foundation,4.2,Ahmedabad,0,0,0,0,0,0,0,0,0,1765
Hotel Emerald Chandigarh,4.2,Chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1765
Hotel Sun Park,3.9,Kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,1769
Hotel Sunview,3.9,Kanyakumari,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,1773
Gyani's Hotel,4.6,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,Smoke-free,1779
Le Roi Raipur Hotel,4.1,Raipur,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1789
Zostel Varkala,4.6,Varkala,Breakfast,Free Wi-Fi,Air conditioning,Paid parking,Beach access,Restaurant,Full-service laundry,Smoke-free,0,1790
Clarks Inn Kaushambi,3.2,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1791
Hotel Sea Land,4.4,Kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1792
Green Bay resort,4.4,Varkala,0,0,0,0,0,0,0,0,0,1792
Hotel The Novelty,4.8,Kanpur,Free Wi-Fi,Air conditioning,Breakfast,Paid parking,Room service,Kitchen,Kid-friendly,Smoke-free,0,1800
TIVOLI IMPERIAL RESORT,4.1,Meerut,0,0,0,0,0,0,0,0,0,1803
"Crystal Lake Suites, Coimbatore",4.7,Coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,1806
Hotel Holiday Pride,4.2,Aurangabad,0,0,0,0,0,0,0,0,0,1813
Hotel Green Embassy (Rooms and Restaurant),4.1,Meerut,0,0,0,0,0,0,0,0,0,1814
Tropical Temple,4.8,Varkala,0,0,0,0,0,0,0,0,0,1814
Hotel Green City,4.2,Gandhinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1818
Hotel Bhagyaraj Palace -Best Hotel In Kanpur,4.2,Kanpur,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,0,1826
Hotel Excel Executive,3.8,Amravati,3-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,1830
Hotel The Sky Court,3.9,Aurangabad,3-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1836
Hotel Nikunj,4,Hazaribagh,Free Wi-Fi,Paid parking,Room service,Kitchen,Full-service laundry,0,0,0,0,1845
Hotel Aurelia Pearl,4.8,Patna,Breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,0,1846
Hotel Sultan Residency,4.6,Srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1848
Maya's Kings Kourt,4.1,Mysore,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,1852
Hotel Berlin - Gandhinagar,3.8,Gandhinagar,Free breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1853
Zostel Srinagar,4.5,Kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853
Zostel Srinagar,4.5,Srinagar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853
Blue Beds Jaipur,4.4,Jaipur,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,1858
Hotel Kasol,3.1,kasol,Free Wi-Fi,Fitness center,Free Wi-Fi,Air conditioning,Breakfast included,Airport shuttle,Accessible,Spa,Air conditioning,1863
Hotel Vrindavan Palace,4.4,Indore,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen,Full-service laundry,0,1871
Woodlands Hotel,4,Mangalore,Breakfast,Free parking,Wi-Fi,Restaurant,Room service,Full-service laundry,Kid-friendly,0,0,1888
Hotel Amritsar International,4,Amritsar,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1900
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,Vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1901
Treebo Trend Baby Pearl,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1904
Hotel Middletown,4,Gandhinagar,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1904
Rosellia Banquets & Suites,4.5,Ghaziabad,0,0,0,0,0,0,0,0,0,1904
Hotel Kohinoor Palace & Banquets,3.9,Ludhiana,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1905
Ace Manor (L'ELEGANT Hotel & Banquet),3.8,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1906
Treebo Trend Baby Pearl,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,1909
"FabHotel Siddharth Corporate - Hotels in Vavol, Gandhinagar",4.2,Gandhinagar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,1916
Old British House,4.7,Dehradun,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Business center,1923
Hotel Panchavati Yatri,4,Nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1934
Hotel Plaza Heights,4.6,Mangalore,Free Wi-Fi,Free parking,Air conditioning,Smoke-free,0,0,0,0,0,1937
Hotel Ram International,3.9,Pondicherry,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,1939
Hotel Gouri Inn,3.9,Amravati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,1940
Venus Inn Restaurant,4.1,Bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1948
The Regent hotel,3.5,Chandigarh,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1950
"Hotel Heritage Inn, Mysore",4.3,Mysore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1967
Hotel Trax International,4.7,Jamshedpur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1972
Aashikha Farm House,4.8,Pondicherry,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Room service,Kitchen,Airport shuttle,1974
Hotel Landmark Chandigarh,3.8,Chandigarh,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Hot tub,Air conditioning,Restaurant,Room service,Kitchen,1976
OJAS HOTEL & RESORT,4.4,Durgapur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1985
Esparan Heritage,4.3,Pondicherry,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1990
Hotel Astor,4.3,Durgapur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Business center,1992
The Eden Park Boutique Hotel,4.4,Vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1995
Garden Bay Resort,4.5,Varkala,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Beach access,Room service,Kitchen,Airport shuttle,1997
Nu Delhi Homestay - Deluxe Double Room,4.6,Delhi,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Crib,Fitness center,Heating,1999
Rachanas Black Beach Resort,3.8,Varkala,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Beach access,Restaurant,1999
Hotel Puri beach Resort,4.3,Puri,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Heating,2000
Hotel Hyphen Premier,4.2,Meerut,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2010
Arunachala Inn,4.5,Kanyakumari,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,0,0,0,2015
Sand Castle Varkala,4.5,Varkala,0,0,0,0,0,0,0,0,0,2018
Hotel Samudra,3.9,Kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019
